stat_name,stat_description,stat_description_full
RMENW9,Räume in Wohnungen mit 7 und mehr Räumen,"**Räume in Wohnungen mit 7 und mehr Räumen**
  *aus GENESIS-Statistik ""Fortschreib. d. Wohngebäude- u. Wohnungsbestandes"" 31231)*
  Räume


Erläuterung für folgende Statistik(en): 31231 Fortschreibung des Wohngebäude- und Wohnungsbestandes

Begriffsinhalt: Wohnungen

Unter einer Wohnung sind nach außen abgeschlossene, zu Wohn- zwecken bestimmte, in der Regel zusammenliegende Räume zu verstehen, die die Führung eines eigenen Haushalts ermög- lichen. Eine Wohnung hat grundsätzlich einen eigenen ab- schließbaren Zugang unmittelbar vom Freien, vom Treppenhaus oder von einem Vorraum. Zur Wohnung können aber auch außer- halb des eigentlichen Wohnungsabschlusses liegende, zu Wohn- zwecken ausgebaute Keller- oder Bodenräume (z. B. Mansarden) gehören.

Die Wohnungen in Wohnheimen werden ab 2011 wieder in die Fortschreibung einbezogen. In der Zeit von 1987 bis 2010 wurden sie nicht berücksichtigt.

Beginnend mit dem Berichtsjahr 2012 gelten auch ""sonstige Wohneinheiten"" (d. h. Wohneinheiten ohne Küche oder fest installierte Kochgelegenheit) als ""Wohnung"".

Begriffsinhalt: Räume

Räume sind alle zu Wohnzwecken bestimmte Zimmer wie Wohn-, Ess- und Schlafzimmer und andere separate Räume (z. B. be- wohnbare Keller- und Bodenräume) von mindestens 6 m² Wohn- fläche sowie abgeschlossene Küchen unabhängig von deren Grö- ße. Ein Wohnzimmer mit einer Essecke, Schlaf- oder Kochni- sche wird als ein Raum gezählt.

Bad, Toilette, Flur und Wirtschaftsräume werden grundsätz- lich nicht mitgezählt."
RZVPB1,Rechn.Zahl d.Vollzeitstellen i.pädagogisch.Bereich,"**Rechn.Zahl d.Vollzeitstellen i.pädagogisch.Bereich**
  *aus GENESIS-Statistik ""Statistik der Tageseinrichtungen für Kinder"" 22541)*
  Rechnerische Zahl der Vollzeitstellen im pädagogischen Be- reich


Erläuterung für folgende Statistik(en): 22541 Statistik der Kinder und tätigen Personen in Tagesein- richtungen

Begriffsinhalt: Rechnerische Zahl der Vollzeitstellen im pädagogischen Be- reich

Dabei handelt es sich um eine rechnerische Größe, in deren Berechnung - im Unterschied zur Darstellung nach Personen - alle für die Arbeitsbereiche des pädagogischen Personals aufgewendeten Stunden eingehen, auch wenn sie individuell nicht den Hauptteil der vertraglich vereinbarten Wochenar- beitszeit ausmachen. Sie gibt die Zahl der Beschäftigten an, die sich fiktiv ergibt, wenn dieses gesamte Arbeitsvolumen ausschließlich auf Vollzeitarbeitskräfte verteilt würde. Nebenberuflich Tätige werden beginnend ab Stichtag 1.3.2010 in die Berechnung einbezogen. Für eine Vollzeitstelle werden in dieser Statistik 39 Wochenstunden angesetzt."
SLD012,Schuldenst.d.Kernhh.d.Gem.u.-verb.je Einw.a.30.06.,"**Schuldenst.d.Kernhh.d.Gem.u.-verb.je Einw.a.30.06.**
*aus GENESIS-Statistik ""Jährliche Schulden der Gemeinden/Gemeindeverbände"" 71327)*
Hier werden nur die Schulden der Gemeinde bzw. des Gemeindeverbandes nachgewiesen, die im eigenen Haushalt geführt werden. Schulden von Eigenbetrieben oder anderen verbundenen Einrichtungen mit eigenem Rechnungswesen sind nicht berücksichtigt."
SLD013,Schuldenstand d.Kernhaush.d.Gemeinden u.-verbände,"**Schuldenstand d.Kernhaush.d.Gemeinden u.-verbände**
  *aus GENESIS-Statistik ""Jährliche Schulden der Gemeinden/Gemeindeverbände"" 71327)*
  Schuldenstand der Kernhaushalte der Gemeinden und -verbände


Erläuterung für folgende Statistik(en): 71327 Statistik über Schulden

Begriffsinhalt: Schuldenstand der Kernhaushalte der Gemeinden und Gemeinde- verbände

Hier werden nur die Schulden der Gemeinde bzw. des Gemeinde- verbandes nachgewiesen, die im eigenen Haushalt geführt wer- den. Schulden von Eigenbetrieben oder anderen verbundenen Einrichtungen mit eigenem Rechnungswesen sind nicht berück- sichtigt."
SLNW01,Schulden der Gemeinden und Gemeindeverbände,"**Schulden der Gemeinden und Gemeindeverbände**
  *aus GENESIS-Statistik ""Jährliche Schulden der Gemeinden/Gemeindeverbände"" 71327)*
  Schulden der Gemeinden und Gemeindeverbände

Erläuterung für folgende Statistik(en): 71327, 72211 Statistik über Schulden

Begriffsinhalt: Dargestellt werden die Schulden der Gemeinden und Gemeindeverbände ohne die Schulden der öffentlichen Fonds, Einrichtungen und Unternehmen. Die Verschuldung umfasst alle Verbindlichkeiten aus Darlehensaufnahme, die durch Schuldurkunde oder Eintragung ins Schuldbuch fundiert sind, ungeachtet dessen, wer den Schuldendienst dafür trägt. Darunter fallen Schulden am Kreditmarkt und Schulden bei öffentlichen Haushalten. Nicht im Schuldenstand enthalten sind Kassenverstärkungs-kredite, Bürgschaften, innere Darlehen und kreditähnliche Rechtsgeschäfte."
SLNW02,Schulden der Gemeinden und GV am Kreditmarkt,"**Schulden der Gemeinden und GV am Kreditmarkt**
*aus GENESIS-Statistik ""Jährliche Schulden der Gemeinden/Gemeindeverbände"" 71327)*
Schulden der Gemeinden und Gemeindeverbände am Kreditmarkt"
SLNW03,Schulden der rechtl. unselbst. Einrichtungen,"**Schulden der rechtl. unselbst. Einrichtungen**
  *aus GENESIS-Statistik ""Jährliche Schulden der Gemeinden/Gemeindeverbände"" 71327)*
  Schulden der rechtlich unselbständigen Einrichtungen

Erläuterung für folgende Statistik(en): 71327, 72211 Statistik über Schulden

Begriffsinhalt: Die Schulden werden in der Statistik über die Schulden der öffentlichen Fonds, Einrichtungen und Unternehmen erhoben. Dargestellt wird die Verschuldung der kommunalen Einrichtungen (ohne kommunale Krankenhäuser), die rechtlich unselbständig als Eigenbetriebe oder eigenbetriebsähnliche Einrichtungen (z. B. Nettoregiebetriebe) geführt werden. Die Verschuldung umfasst alle Verbindlichkeiten aus Darlehensaufnahme, die durch Schuldurkunde oder Eintragung ins Schuldbuch fundiert sind, ungeachtet dessen, wer den Schuldendienst dafür trägt. Darunter fallen Schulden am Kreditmarkt und Schulden bei öffentlichen Haushalten. Nicht im Schuldenstand enthalten sind Kassenverstärkungs-kredite, Bürgschaften, innere Darlehen und kreditähnliche Rechtsgeschäfte."
SLNW04,Schulden der kommunalen Krankenhäuser,"**Schulden der kommunalen Krankenhäuser**
  *aus GENESIS-Statistik ""Jährliche Schulden der Gemeinden/Gemeindeverbände"" 71327)*
  Schulden der kommunalen Krankenhäuser

Erläuterung für folgende Statistik(en): 71327, 72211 Statistik über Schulden

Begriffsinhalt: Dargestellt werden die Schulden der Krankenhäuser in kommunaler Trägerschaft. Ist der Träger nicht einem Kreis (einer regionalen Einheit) zuordenbar, werden die Schulden in der nächsthöheren regionalen Einheit nachgewiesen. Die Verschuldung umfasst alle Verbindlichkeiten aus Darlehensaufnahme, die durch Schuldurkunde oder Eintragung ins Schuldbuch fundiert sind, ungeachtet dessen, wer den Schuldendienst dafür trägt. Darunter fallen Schulden am Kreditmarkt und Schulden bei öffentlichen Haushalten. Nicht im Schuldenstand enthalten sind Kassenverstärkungs-kredite, Bürgschaften, innere Darlehen und kreditähnliche Rechtsgeschäfte."
SOZ001,Empfänger lfd. Hilfe zum Lebensunterhalt,"**Empfänger lfd. Hilfe zum Lebensunterhalt**
  *aus GENESIS-Statistik ""Statistik d. Empf. v.lfd. Hilfe z. Lebensunterhalt"" 22121)*
  Empfänger laufender Hilfe zum Lebensunterhalt


Erläuterung für folgende Statistik(en): 22121 Statistik der Empfänger von Hilfe zum Lebensunterhalt

Begriffsinhalt: Empfänger von Hilfe zum Lebensunterhalt

Empfänger von Hilfe zum Lebensunterhalt sind Personen, denen grundsätzlich Leistungen für mindestens einen Monat gewährt werden."
SOZ004,Einrichtungen der Jugendhilfe,"**Einrichtungen der Jugendhilfe**
  *aus GENESIS-Statistik ""Statistik der Einrichtungen der Jugendhilfe"" 22542)*
  Einrichtungen der Jugendhilfe


Erläuterung für folgende Statistik(en): 22542 Statistik der Einrichtungen und tätigen Personen - ohne Tageseinrichtungen

Begriffsinhalt: Einrichtungen der Jugendhilfe - ohne Tageseinrichtungen für Kinder

Zu den Einrichtungen der Jugendhilfe zählen Einrichtungen sowohl der öffentlichen als auch der freien Träger. Bei den Einrichtungen (ohne Tageseinrichtungen für Kinder) unter- scheidet man:

- Einrichtungen der Jugendarbeit,

- Einrichtungen der Jugendsozialarbeit,

- Einrichtungen der Familienförderung,

- Gemeinsame Wohnformen für Mütter/Väter und Kinder,

- Erziehungs-, Jugend- und Familienberatungsstellen,

- Einrichtungen für Hilfe zur Erziehung und Hilfe für junge Volljährige sowie für die Inobhutnahme,

- Einrichtungen der Mitarbeiterfortbildung,

- Einrichtungen für junge Menschen mit Behinderungen.

Werden verschiedene Erziehungsformen in einem Haus angebo- ten, zählt jede als selbständige Einrichtung."
SOZNW1,Empfänger lfd. Hilfe zum Lebensunterhalt,"**Empfänger lfd. Hilfe zum Lebensunterhalt**
  *aus GENESIS-Statistik ""Statistik d. Empf. v.lfd. Hilfe z. Lebensunterhalt"" 22121)*
  Empfänger laufender Hilfe zum Lebensunterhalt

Erläuterung für folgende Statistik(en): 22121 Statistik der Empfänger von laufender Hilfe zum Lebensunterhalt

Begriffsinhalt: Empfänger laufender Hilfe zum Lebensunterhalt sind Personen, denen grundsätzlich Leistungen für mindestens einen Monat im Wesentlichen in Form von monatlichen Regelsätzen gewährt werden."
STENW1,Grundsteuer A - Hebesatz,"**Grundsteuer A - Hebesatz**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Grundsteuer A - Hebesatz


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Hebesatz

Von der Gemeinde für das jeweilige Kalenderjahr festge- setzter Prozentsatz, der auf die Messbeträge der Real- steuern angewandt wird.

Begriffsinhalt: Grundsteuer A

Produkt aus Steuermessbetrag der land- und forstwirtschaft- lichen Betriebe und Hebesatz für Grundsteuer A."
STENW2,Grundsteuer B - Hebesatz,"**Grundsteuer B - Hebesatz**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Grundsteuer B - Hebesatz


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Hebesatz

Von der Gemeinde für das jeweilige Kalenderjahr festge- setzter Prozentsatz, der auf die Messbeträge der Real- steuern angewandt wird.

Begriffsinhalt: Grundsteuer B

Produkt aus Steuermessbetrag der nicht land- oder forst- wirtschaftlich genutzten Grundstücke und Hebesatz für Grundsteuer B."
STENW3,Gewerbesteuer - Hebesatz,"**Gewerbesteuer - Hebesatz**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Gewerbesteuer - Hebesatz


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Hebesatz

Von der Gemeinde für das jeweilige Kalenderjahr festge- setzter Prozentsatz, der auf die Messbeträge der Real- steuern angewandt wird.

Begriffsinhalt: Gewerbesteuer

Produkt aus Steuermessbeträgen von Gewerbeertrag und -kapi- tal und Hebesatz für Gewerbesteuer. Für die neuen Bundeslän- der wird als Bemessungsgrundlage nur der Gewerbeertrag her- angezogen. Ab 1998 wurde die Gewerbekapitalsteuer abge- schafft."
STENW4,Gemeindeanteil an der Umsatzsteuer,"**Gemeindeanteil an der Umsatzsteuer**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Gemeindeanteil an der Umsatzsteuer


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Gemeindeanteil an der Umsatzsteuer

Die Gemeinden erhalten ab 1998 2,12 vH am Umsatzsteuerauf- kommen des Landes. Die Verteilung erfolgt nach einem Schlüs- sel, der in den alten Ländern zu 70 vH auf dem Gewerbesteu- eraufkommen der Jahre 1990 bis 1996 und zu 30 vH auf der An- zahl der Sozialversicherungspflichtigen im Durchschnitt der Jahre 1990 bis 1995 und in den neuen Ländern auf dem Gewer- besteueraufkommen der Jahre 1992 bis 1996 beruht."
STENW5,Gewerbesteuereinnahmen (Aufkommen abzgl. Umlage),"**Gewerbesteuereinnahmen (Aufkommen abzgl. Umlage)**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Gewerbesteuereinnahmen (Aufkommen abzgl. Umlage)


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Gewerbesteuereinnahmen

Gewerbesteueraufkommen abzüglich Gewerbesteuerumlage."
STEU02,Grundsteuer A - Istaufkommen,"**Grundsteuer A - Istaufkommen**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Grundsteuer A - Istaufkommen


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Istaufkommen

Der von den Steuerpflichtigen in der einzelnen Gemeinde im Laufe eines Kalenderjahres aufgebrachte Steuerbetrag."
STEU03,Grundsteuer B - Istaufkommen,"**Grundsteuer B - Istaufkommen**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Grundsteuer B - Istaufkommen


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Istaufkommen

Der von den Steuerpflichtigen in der einzelnen Gemeinde im Laufe eines Kalenderjahres aufgebrachte Steuerbetrag."
STEU04,Gewerbesteuer - Istaufkommen,"**Gewerbesteuer - Istaufkommen**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Gewerbesteuer - Istaufkommen


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Istaufkommen

Der von den Steuerpflichtigen in der einzelnen Gemeinde im Laufe eines Kalenderjahres aufgebrachte Steuerbetrag."
STEU05,Grundsteuer A - Grundbetrag,"**Grundsteuer A - Grundbetrag**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Grundsteuer A - Grundbetrag


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Grundbetrag

Für jede Realsteuerart und für jede Gemeinde wird der Grund- betrag nach folgender Formel berechnet:

Istaufkommen ------------ * 100 Hebesatz"
STEU06,Grundsteuer B - Grundbetrag,"**Grundsteuer B - Grundbetrag**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Grundsteuer B - Grundbetrag


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Grundbetrag

Für jede Realsteuerart und für jede Gemeinde wird der Grund- betrag nach folgender Formel berechnet:

Istaufkommen ------------ * 100 Hebesatz"
STEU07,Gewerbesteuer - Grundbetrag,"**Gewerbesteuer - Grundbetrag**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Gewerbesteuer - Grundbetrag


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Grundbetrag

Für jede Realsteuerart und für jede Gemeinde wird der Grund- betrag nach folgender Formel berechnet:

Istaufkommen ------------ * 100 Hebesatz"
STEU08,Gemeindeanteil an der Einkommensteuer,"**Gemeindeanteil an der Einkommensteuer**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Gemeindeanteil an der Einkommensteuer


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Gemeindeanteil an der Einkommensteuer

Die Gemeinden erhalten 15 % aus dem Aufkommen der Lohn- und veranlagten Einkommensteuer sowie ab 1993 12 % vom Zinsabschlag; für die örtliche Verteilung sorgen die im 3-jährigen Turnus festgelegten Schlüsselzahlen. Es werden hier die ""Soll-Beträge"" ausgewiesen, d. h. einschließlich der Schlussabrechnung im folgenden Haushaltsjahr.

Nicht enthalten sind die Zuweisungen des Landes aus den Um- satzsteuermehreinnahmen nach dem Finanzausgleichsgesetz zwi- schen Bund und Ländern, die nach dem gleichen Berechnungs- schema auf die Gemeinden aufgeteilt werden wie der Gemeinde- anteil an der Einkommensteuer."
STEU09,Gewerbesteuerumlage,"**Gewerbesteuerumlage**
  *aus GENESIS-Statistik ""Realsteuervergleich"" 71231)*
  Gewerbesteuerumlage


Erläuterung für folgende Statistik(en): 71231 Realsteuervergleich

Begriffsinhalt: Gewerbesteuerumlage

Die Gemeinden müssen aus ihrem Gewerbesteueraufkommen eine Gewerbesteuerumlage entrichten. Sie ergibt sich aus dem Pro- dukt von Gewerbesteuergrundbetrag und festgelegtem Verviel- fältiger. Es werden hier die ""Soll-Beträge"" ausgewiesen, d. h. einschließlich der Schlussabrechnung im folgenden Haushaltsjahr."
STR007,Umsatzsteuerpflichtige,"**Umsatzsteuerpflichtige**
  *aus GENESIS-Statistik ""Umsatzsteuerstatistik (Veranlagungen)"" 73321)*
  Umsatzsteuerpflichtige


Erläuterung für folgende Statistik(en): 73311 Umsatzsteuerstatistik (Voranmeldungen)

Begriffsinhalt: Umsatzsteuerpflichtige

In der Umsatzsteuerstatistik werden die Begriffe Unterneh- mer, Steuerschuldner und Steuerpflichtiger gleichbedeutend verwendet.

Nach § 2 Abs. 1 UStG ist Unternehmer, wer eine gewerbliche oder berufliche Tätigkeit selbständig ausübt. Gewerblich oder beruflich ist jede auf Dauer angelegte Tätigkeit zur Erzielung von Einnahmen, auch wenn die Gewinnerzielungs- absicht fehlt oder eine Personenvereinigung nur gegenüber ihren Mitgliedern tätig wird. Dabei kommt es weder auf die Rechtsform noch auf die Rechtsfähigkeit an. Selbständig tä- tig zu sein heißt, Arbeiten auf eigene Rechnung und eigene Verantwortung auszuführen.

Unternehmer können natürliche und juristische Personen des privaten und öffentlichen Rechts sein. Dabei sind die ju- ristischen Personen des öffentlichen Rechts bislang nur im Rahmen ihrer Betriebe gewerblicher Art und ihrer land- oder forstwirtschaftlichen Betriebe gewerblich oder beruf- lich tätig und damit umsatzsteuerrechtlich relevant {(§ 2 Abs. 3 UStG ? aufgehoben durch Art. 12 Nr. 2 des Gesetzes vom 02.11.2015 (BGBl I 1834) m. W. v. 01.01.2016). Der neue §2b UStG sieht hier Änderungen vor. Er ist zum 01.01.2016 in Kraft getreten, seine Anwendung wird allerdings erst ab dem 01.01.2021 verpflichtend. Gemäß  §2b UStG gelten juris- tische Personen des öffentlichen Rechts nicht als Unter- nehmer, wenn sie Tätigkeiten im Rahmen ihrer öffentlichen Gewalt ausüben. Hiervon gibt es einige Ausnahmen (§2b Abs. 4 UStG)}.

Gehören zu einem Unternehmen mehrere Betriebe oder liegt ein Organschaftsverhältnis vor, so werden alle Umsätze am Hauptsitz (i.d.R. Sitz der Geschäftsleitung) des Unterneh- mens bzw. des Organträgers erfasst und statistisch nachge- wiesen.

Die Daten zur Umsatzsteuer-Voranmeldung werden der amtlichen Statistik von den Finanzbehörden jährlich übersandt.


Erläuterung für folgende Statistik(en): 73321 Umsatzsteuerstatistik (Veranlagungen)

Begriffsinhalt: Umsatzsteuerpflichtige

In der Umsatzsteuerstatistik werden die Begriffe Unterneh- mer, Steuerschuldner und Steuerpflichtiger gleichbedeutend verwendet.

Nach § 2 Abs. 1 UStG ist Unternehmer, wer eine gewerbliche oder berufliche Tätigkeit selbstständig ausübt. Gewerblich oder beruflich ist jede auf Dauer angelegte Tätigkeit zur Erzielung von Einnahmen, auch wenn die Gewinnerzielungs- absicht fehlt oder eine Personenvereinigung nur gegenüber ihren Mitgliedern tätig wird. Dabei kommt es weder auf die Rechtsform noch auf die Rechtsfähigkeit an. Selbstständig tätig zu sein heißt, Arbeiten auf eigene Rechnung und eige- ne Verantwortung auszuführen.

Unternehmer können somit natürliche und juristische Personen des privaten und öffentlichen Rechts sein. Dabei sind die juristischen Personen des öffentlichen Rechts bislang nur im Rahmen ihrer Betriebe gewerblicher Art und ihrer land- oder forstwirtschaftlichen Betriebe gewerblich oder beruf- lich tätig und damit umsatzsteuerrechtlich relevant {(§ 2 Abs. 3 UStG ? aufgehoben durch Art. 12 Nr. 2 des Gesetzes vom 02.11.2015 (BGBl I 1834) m. W. v. 01.01.2016). Der neue §2b UStG sieht hier Änderungen vor. Er ist zum 01.01.2016 in Kraft getreten, seine Anwendung wird allerdings erst ab dem 01.01.2021 verpflichtend. Gemäß  §2b UStG gelten ju- ristische Personen des öffentlichen Rechts nicht als Unter- nehmer, wenn sie Tätigkeiten im Rahmen ihrer öffentlichen Gewalt ausüben. Hiervon gibt es einige Ausnahmen (§2b Abs. 4 UStG)}.

Gehören zu einem Unternehmen mehrere Betriebe oder liegt ein Organschaftsverhältnis vor, so werden alle Umsätze am Hauptsitz (i.d.R. Sitz der Geschäftsleitung) des Unterneh- mens bzw. des Organträgers erfasst und statistisch nachge- wiesen.

Die Daten zur Umsatzsteuer-Veranlagung werden der amtlichen Statistik von den Finanzbehörden jährlich übersandt."
